Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
SUN INTERNATIONAL RES.,K:LPLI,2000/12/14,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Sun International Resources,Active,255961,HK8029,KYG8576R1267,Hong Kong
SUNCORP TECHS.,K:HBIN,1994/5/10,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Suncorp Technologies,Active,362459,HK1063,BMG8571C2239,Hong Kong
SUNFONDA GROUP HOLDINGS,K:SFFG,2014/5/15,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Sunfonda Group Holdings,Active,8749M2,HK1771,KYG8571A1022,Hong Kong
SUNSHINE OILSANDS,K:SS0L,2012/3/1,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil and Gas Producers,Sunshine Oilsands,Active,86861J,HK2012,CA8678421063,Hong Kong
SUNWAY INTL.HDG.,K:SWAY,1999/9/3,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Sunway International Holdings,Active,691908,HK58,BMG858331041,Hong Kong
SUPERACTIVE GP. CO.,K:ALLP,1994/4/28,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Superactive Group Company,Active,362424,HK176,BMG8587Y1021,Hong Kong
SUSTAINABLE FOREST HDG.,K:ANEX,1991/7/18,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Sustainable Forest Holdings,Active,314141,HK723,BMG8598B1413,Hong Kong
SYMPHONY HOLDINGS,K:SYMP,1995/3/1,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Symphony Holdings,Active,140992,HK1223,BMG5472K1898,Hong Kong
SYNERGIS HOLDINGS,K:SYG,2003/10/9,2003,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Synergis Holdings,Active,27825D,HK2340,BMG8646Z1086,Hong Kong
SYNERTONE COMMUNICATION,K:SYCC,2012/4/18,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Synertone Communication,Active,87008V,HK1613,KYG8650N1161,Hong Kong
TAI KAM HOLDINGS,K:TAIK,2016/10/28,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Tai Kam Holdings,Active,2639DY,HK8321,NA,Hong Kong
TALENT PROPERTY GROUP,K:TIHL,1995/8/8,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Talent Property Group,Active,319028,HK760,BMG8668U1027,Hong Kong
TAO HEUNG HOLDINGS,K:TAOH,2007/6/29,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Tao Heung Holdings,Active,50676J,HK573,KYG8672Y1089,Hong Kong
TAUNG GOLD INTERNATIONAL,K:CIGW,1995/12/18,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Taung Gold International,Active,865178,HK621,BMG8697W1038,Hong Kong
TCC INTERNATIONAL HDG.,K:TCC,1997/10/6,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,TCC International Holdings,Active,865706,HK1136,KYG869731078,Hong Kong
TEAMWAY INTGP.HDG.,K:JBBH,2011/11/18,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Teamway Intgp Holdings,Active,77917H,HK1239,KYG8713D1051,Hong Kong
TECHNOVATOR INTL.,K:TILD,2011/10/27,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Technovator International,Active,77827V,HK1206,SG9999008015,Hong Kong
TELECOM DIGITAL HOLDINGS,K:TDHL,2014/5/30,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,Telecom Digital Holdings,Active,8902Q5,HK6033,KYG8741M1197,Hong Kong
TEMPUS HOLDINGS,K:OTOH,2011/12/13,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Tempus Holdings,Active,86520M,HK6880,KYG8756N1016,Hong Kong
TENFU (CYMN.)HDG.,K:TENF,2011/9/26,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Tenfu (Cayman) Holdings,Active,77654P,HK6868,KYG875941000,Hong Kong
TENWOW INTERNATIONAL HOLDINGS,K:TWOW,2013/9/17,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food and Drug Retailers,Tenwow International Holdings,Active,87040A,HK1219,KYG870741033,Hong Kong
TERN PROPERTIES,K:TERP,1989/1/4,1989,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Tern Properties,Active,771560,HK277,HK0277001415,Hong Kong
TESSON HOLDINGS,K:KITH,1998/6/23,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Tesson Holdings,Active,865734,HK1201,BMG8764G1069,Hong Kong
THE 13 HOLDINGS,K:CAMP,1996/4/25,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,The 13 Holdings,Active,865496,HK577,BMG8827A1045,Hong Kong
THEME INTERNATIONAL HDG.,K:THEM,1994/1/25,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Theme International Holdings,Active,362000,HK990,BMG8800F1876,Hong Kong
THIZ TECHNOLOGY GROUP,K:THIZ,2001/7/27,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Thiz Technology Group,Active,14376W,HK8119,KYG8826N1988,Hong Kong
TIAN TECK LAND,K:TECK,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Tian Teck Land,Active,929605,HK266,HK0266001368,Hong Kong
TIANDA PHARMACEUTICALS,K:HANS,1992/3/30,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Tianda Pharmaceuticals,Active,315602,HK455,KYG887471038,Hong Kong
TIANDE CHEMICAL HDG.,K:TCHL,2006/10/27,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Tiande Chemical Holdings,Active,41282K,HK609,KYG887551060,Hong Kong
TIANGONG INTERNATIONAL,K:TIIC,2007/7/26,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Tiangong International,Active,50820R,HK826,KYG888311134,Hong Kong
TIANHE CHEMICALS GP.,K:THNJ,2014/6/20,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Tianhe Chemicals Group,Active,8896XD,HK1619,VGG888411045,Hong Kong
TIANJIN DEVELOPMENT HDG.,K:TDEV,1997/12/10,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",Tianjin Development Holdings,Active,879119,HK882,HK0882007260,Hong Kong
TIANLI HOLDINGS,K:EYAN,2007/12/21,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Tianli Holdings,Active,51396T,HK117,KYG8884H1092,Hong Kong
TIANYI (SUMMI) HDG.,K:TIFR,2008/7/10,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Beverages,Tianyi (Summi) Holdings,Active,53619U,HK756,KYG8879L1077,Hong Kong
TIME WATCH INVESTMENTS,K:TWIL,2013/2/5,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Time Watch Investments,Active,88064V,HK2033,KYG8879M1050,Hong Kong
TIMELESS SOFTWARE,K:TIME,1999/11/25,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Timeless Software,Active,691961,HK8028,HK8028008944,Hong Kong
TITAN PETROCHEM. GLD.,K:GEMZ,1998/6/17,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil Equipment and Services,Titan Petrochemicals GLD,Active,865733,HK1192,BMG8890G1116,Hong Kong
TK GROUP (HOLDINGS),K:TKHL,2013/12/20,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,TK Group (Holdings),Active,8651TM,HK2283,KYG889391069,Hong Kong
TONGFANG KONTAFARMA HDG.,K:ACHT,2012/1/18,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Tongfang Kontafarma Holdings,Active,86636W,HK1312,KYG8918D1088,Hong Kong
TONLY ELECTRONICS HDG.,K:TEHL,2013/8/15,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Tonly Electronics Holdings,Active,89514N,HK1249,KYG8918Q1257,Hong Kong
TOP FORM INTL.,K:FORM,1991/12/16,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Top Form International,Active,315143,HK333,BMG8922H1299,Hong Kong
TPV TECHNOLOGY,K:TPVV,1999/10/8,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,TPV Technology,Active,691793,HK903,BMG8984D1074,Hong Kong
TRADELINK ELT.COM.,K:TLEC,2005/10/28,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Tradelink Electronic Commerce,Active,32111P,HK536,HK0536032532,Hong Kong
TRANSTECH OPTELECOM SCIENCE,K:TOSH,2017/7/20,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Transtech Optelecom Science,Active,9112KE,HK8465,NA,Hong Kong
TRIGIANT GROUP,K:TGTG,2012/3/19,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Trigiant Group,Active,86917D,HK1300,KYG905191022,Hong Kong
TRILLION GRAND CORPORATE,K:SYTE,2000/9/8,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Trillion Grand Corporate,Active,297029,HK8103,KYG9078T1076,Hong Kong
TRISTATE HOLDINGS,K:TRIS,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Tristate Holdings,Active,771008,HK458,BMG9074C1082,Hong Kong
TSC GROUP HOLDINGS,K:EMER,2005/11/28,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil Equipment and Services,TSC Group Holdings,Active,32361J,HK206,KYG9112Q1010,Hong Kong
TSUI WAH HOLDINGS,K:TWHL,2012/11/26,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Tsui Wah Holdings,Active,87848H,HK1314,KYG911501057,Hong Kong
TUNGTEX HOLDINGS,K:TUNG,1988/12/14,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Tungtex Holdings,Active,779677,HK518,HK0518001976,Hong Kong
TUS INTERNATIONAL,K:JAST,2004/12/9,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Tus International,Active,29874H,HK872,KYG9135P1063,Hong Kong
UKF (HOLDINGS),K:UKFH,2012/8/24,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,UKF (Holdings),Active,87452C,HK1468,KYG807891034,Hong Kong
UNISPLENDOUR TECH.(HDG.),K:SUET,2000/10/16,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Unisplendour Technology (Holdings),Active,297049,HK365,BMG9340L1063,Hong Kong
UNITAS HOLDINGS,K:CFGL,2011/10/12,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Unitas Holdings,Active,77777U,HK8020,KYG9345D1097,Hong Kong
UNIVERSAL TECHS.HDG.,K:UVTE,2001/10/26,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Universal Technologies Holdings,Active,14710C,HK1026,KYG9287P1028,Hong Kong
UPBEST GROUP,K:UPBE,2000/10/18,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Upbest Group,Active,297056,HK335,KYG9288X1043,Hong Kong
UTS MARKETING SOLUTIONS,K:UTSM,2017/7/12,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Units Marketing Solutions,Active,9109FY,HK6113,KYG9350R1002,Hong Kong
V1 GROUP,K:YANI,1991/10/25,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,V1 Group,Active,315276,HK82,BMG9310X1065,Hong Kong
VALUE CONVERGENCE HDG.,K:IAST,2001/4/9,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Value Convergence Holdings,Active,256700,HK821,HK0000048543,Hong Kong
VANKE PROPERTY (OS.),K:WNSP,1996/11/8,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Vanke Property (Overseas),Active,887373,HK1036,KYG9320E1061,Hong Kong
VANTAGE INTL.HOLDINGS,K:VANT,2000/9/8,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Vantage International Holdings,Active,297028,HK15,BMG932121434,Hong Kong
VBG INTERNATIONAL HOLDINGS,K:VBGL,2017/5/26,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),VBG International Holdings,Active,9091HK,HK8365,NA,Hong Kong
VEDAN INTL.(HDG.),K:VEDA,2003/6/27,2003,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Vedan International (Holdings),Active,27185U,HK2317,KYG9327M1015,Hong Kong
VEEKO INTL.HDG.,K:VEEK,1999/4/19,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Veeko International Holdings,Active,691900,HK1173,KYG9326E1263,Hong Kong
VERTICAL INTERNATIONAL HOLDINGS,K:VERT,2017/11/13,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Unclassified,Vertical International Holdings,Active,9211Q0,HK8375,NA,Hong Kong
VESTATE GROUP HOLDINGS,K:WALK,2007/6/7,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Vestate Group Holdings,Active,50607E,HK1386,KYG9341C1050,Hong Kong
VICTORY GROUP,K:VIC,1998/2/16,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Victory Group,Active,865729,HK1139,BMG9358V1946,Hong Kong
VINCO FINANCIAL GROUP,K:VNCF,2008/5/20,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Vinco Financial Group,Active,53437C,HK8340,KYG9360V1095,Hong Kong
VISION VALUES HOLDINGS,K:WAHY,1998/10/14,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Vision Values Holdings,Active,865742,HK862,KYG9375G1212,Hong Kong
VIXTEL TECHNOLOGIES,K:VXTL,2016/12/15,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Vixtel Technologies,Active,2750Y5,HK8342,KYG937491028,Hong Kong
VODATEL NETWORKS HDG.,K:VTEL,2000/2/25,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Vodatel Networks Holdings,Active,280015,HK8033,BMG938831093,Hong Kong
VS INTERNATIONAL GROUP,K:VSIG,2002/2/8,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Vs International Group,Active,15173H,HK1002,KYG939951011,Hong Kong
VSTECS HGD.,K:VST,2002/5/9,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Vstecs Hedged,Active,15484H,HK856,KYG9400C1116,Hong Kong
WAH HA REALTY,K:WHAR,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Wah Ha Realty,Active,771561,HK278,HK0278001422,Hong Kong
WAI CHI HOLDINGS,K:WAIC,2014/11/18,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Wai Chi Holdings,Active,9171YD,HK1305,KYG9427Y1044,Hong Kong
WAI KEE HOLDINGS,K:WAIK,1992/8/28,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Wai Kee Holdings,Active,316100,HK610,BMG942051043,Hong Kong
WANG ON GROUP,K:WANG,1995/2/28,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Wang On Group,Active,140993,HK1222,BMG9429S2464,Hong Kong
WANG TAI HOLDINGS,K:WTHL,2014/4/25,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Wang Tai Holdings,Active,8863UX,HK1400,KYG9431G1073,Hong Kong
WANJIA GROUP HOLDINGS,K:WANJ,2013/10/11,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food and Drug Retailers,Wanjia Group Holdings,Active,90306W,HK401,KYG9431A1004,Hong Kong
WASION GROUP HOLDINGS,K:WASI,2005/12/19,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Wasion Group Holdings,Active,32496V,HK3393,KYG9463P1081,Hong Kong
WATER OASIS GROUP,K:H2O,2002/3/11,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Water Oasis Group,Active,15275N,HK1161,KYG9477E1070,Hong Kong
WEALTH GLORY HOLDINGS,K:WGH,2010/10/14,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Wealth Glory Holdings,Active,70298J,HK8269,KYG488341242,Hong Kong
WEALTHY WAY GROUP,K:WWWG,2017/7/21,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Wealthy Way Group,Active,91125Z,HK3848,KYG719721063,Hong Kong
WELLING HOLDING,K:HUAL,1993/12/20,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Welling Holding,Active,356900,HK382,HK0000080694,Hong Kong
WIN HANVERKY HOLDINGS,K:WINH,2006/9/6,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Win Hanverky Holdings,Active,41149L,HK3322,KYG9716W1087,Hong Kong
WINFAIR INVESTMENT,K:WINF,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Winfair Investment,Active,771564,HK287,HK0287001470,Hong Kong
WINFULL GROUP HOLDINGS,K:FXCR,2002/5/21,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Winfull Group Holdings,Active,25522H,HK183,KYG9704H1056,Hong Kong
WINOX HOLDINGS,K:WIHT,2011/7/20,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Winox Holdings,Active,77377C,HK6838,KYG971741098,Hong Kong
WINSHINE SCIENCE CO.,K:SEWC,2002/3/6,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Winshine Science Company,Active,15247R,HK209,BMG9723F1068,Hong Kong
WISDOM SPORTS GROUP,K:WHGP,2013/7/11,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Wisdom Sports Group,Active,89375T,HK1661,KYG9722N1007,Hong Kong
WLS HOLDINGS,K:WLS,2001/12/7,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,WLS Holdings,Active,14850J,HK8021,BMG9726D1323,Hong Kong
WORLD HOUSEWARE (HDG.),K:WORA,1993/4/15,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,World Houseware (Holdings),Active,316821,HK713,KYG9768F1028,Hong Kong
WULING MOTORS HOLDINGS,K:WATA,1992/11/23,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Wuling Motors Holdings,Active,316286,HK305,BMG9604B1090,Hong Kong
WUZHOU INTL.HDG.,K:WIHL,2013/6/13,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Wuzhou International Holdings,Active,88876J,HK1369,KYG981001038,Hong Kong
XIANGXING INTERNATIONAL,K:XXNG,2017/7/7,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Xiangxing International,Active,9038YD,HK8157,KYG9831A1067,Hong Kong
XIEZHONG INTERNATIONAL,K:XIHL,2012/6/18,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Xiezhong International,Active,87221V,HK3663,KYG9828P1081,Hong Kong
XINGDA INTL.HOLDINGS,K:XING,2006/12/21,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Xingda International Holdings,Active,41470X,HK1899,KYG9827V1068,Hong Kong
XINGFA ALUMINIUM HDG.,K:XNAH,2008/3/31,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Xingfa Aluminium Holdings,Active,51797W,HK98,KYG9828C1078,Hong Kong
XIWANG PROPERTY HOLDINGS,K:XISU,2005/12/9,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Xiwang Property Holdings,Active,32391U,HK2088,BMG9829U1062,Hong Kong
YANCHANG PETROLEUM INTL.,K:LTG,2001/4/19,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil and Gas Producers,Yanchang Petroleum International,Active,256711,HK346,BMG9833W1064,Hong Kong
YANGTZEKIANG GARMENT,K:YANG,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Yangtzekiang Garment,Active,938730,HK294,HK0294001521,Hong Kong
YAU LEE HOLDINGS,K:YLEE,1991/8/29,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,YAU Lee Holdings,Active,314408,HK406,BMG9834K1505,Hong Kong
YEEBO (INTL.HDG.),K:YEEB,1993/9/1,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Yeebo (International Holdings),Active,317697,HK259,BMG9835R1051,Hong Kong
YGM TRADING,K:YGMT,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,YGM Trading,Active,771129,HK375,HK0375001663,Hong Kong
YI HUA HOLDINGS,K:YHDS,2013/12/11,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Yi Hua Holdings,Active,93641T,HK2213,KYG9844M1134,Hong Kong
YICHANG HEC CHANGJIANG PHARM.CO.'H',K:YHEC,2015/12/29,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Yichang HEC Changjiang Pharmaceutical Company 'H',Active,8827JH,HK1558,CNE1000023R6,Hong Kong
YIN_HE_HOLDINGS,K:ZSHL,2013/4/10,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Yin_he_holdings,Active,88250D,HK8260,KYG9844H1065,Hong Kong
YONGSHENG ADVANCED MATS.,K:YAMC,2013/11/27,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Yongsheng Advanced Materials,Active,93326K,HK3608,KYG9845G1073,Hong Kong
YT REALTY GROUP,K:PYMT,1984/11/12,1984,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,YT Realty Group,Active,923197,HK75,BMG987731079,Hong Kong
YU TAK INTERNATIONAL,K:EXTE,2000/6/30,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Yu Tak International,Active,280038,HK8048,BMG9887Q1042,Hong Kong
YUANDA CHINA HOLDINGS,K:YCHL,2011/5/17,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Yuanda China Holdings,Active,75819U,HK2789,KYG987761007,Hong Kong
YUANSHENGTAI DAIRY FARM,K:YSHT,2013/11/26,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Yuanshengtai Dairy Farm,Active,93130Y,HK1431,BMG987851018,Hong Kong
YUGANG INTERNATIONAL,K:YUGA,1993/11/12,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Yugang International,Active,315418,HK613,BMG9880B1384,Hong Kong
YUHUA ENERGY HOLDINGS,K:SHAC,2005/7/14,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Yuhua Energy Holdings,Active,31294N,HK2728,KYG9880X1300,Hong Kong
YUSEI HOLDINGS,K:YUSE,2005/10/13,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Yusei Holdings,Active,31960J,HK96,KYG9883K1013,Hong Kong
YUXING INFOTECH HOLDINGS,K:YINF,2000/1/31,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Yuxing Infotech Holdings,Active,280009,HK8005,BMG9883P1344,Hong Kong
ZH INTL.HDG.,K:KFGS,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,ZH International Holdings,Active,998142,HK185,HK0185013379,Hong Kong
ZHI CHENG HOLDINGS,K:MILK,2002/8/26,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,ZHI Cheng Holdings,Active,26141H,HK8130,BMG9892G1252,Hong Kong
ZHIDAO INTERNATIONAL,K:OCE,1997/9/23,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Zhidao International,Active,896214,HK1220,BMG9893K1099,Hong Kong
ZHONGTIAN INTERNATIONAL,K:ZTIN,2004/9/22,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Zhongtian International,Active,29515H,HK2379,KYG989151207,Hong Kong
ZZ CAPITAL INTERNATIONAL,K:ACH,2010/6/18,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),ZZ Capital International,Active,69633C,HK8295,KYG9895T1085,Hong Kong
BEIJING ENTS.CN.EN.GP.,K:JCCI,2013/7/5,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Tobacco,Beijing Enterprises Clean Energy Group,Active,89375M,HK1250,KYG1146W1050,Hong Kong
BEIJING TGRT.CHS.MDCIN.,K:BTRT,2013/5/7,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Beijing TGRT Chinese Medicine,Active,88351V,HK8138,HK0000145638,Hong Kong
BRILLIANT CIRCLE HLDIN.,K:CTHI,2009/3/30,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Brilliant Circle Holdings International,Active,67090C,HK1008,KYG1643V1059,Hong Kong
C C LAND HOLDINGS,K:QPAK,1999/4/30,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,C C Land Holdings,Active,691901,HK1224,BMG1985B1138,Hong Kong
CAFE DE CORAL HDG.,K:CAFE,1986/7/17,1986,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Cafe de Coral Holdings,Active,729652,HK341,BMG1744V1037,Hong Kong
CARNIVAL GROUP INTL.HDG.,K:PRIC,1994/2/17,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Carnival Group International Holdings,Active,362034,HK996,BMG1991V1037,Hong Kong
CENTRAL CHINA REAL EST.,K:CETR,2008/6/6,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Central China Real Estate,Active,53475W,HK832,KYG207681001,Hong Kong
CGN NEW ENERGY HOLDINGS,K:CGNM,2014/10/3,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,CGN New Energy Holdings,Active,9111EM,HK1811,BMG202981087,Hong Kong
