issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Samsonite International SA,2011/6/10,2011/6/3,LU0633102719,1910,3161,Samsonite International SA,0,samsonite,0,Samsonite International,Samsonite International,SAMSONITE INTERNATIONAL,K:SAM,2011/6/16,77218J,HK1910,LU0633102719
BYD Co Ltd,2011/6/17,2010/8/23,CNE100001526,1211,3711,BYD Co Ltd,0,byd,0,Jnby Design,Jnby Design,JNBY DESIGN,K:JNBY,2016/10/31,2637YH,HK3306,KYG550441045
Shuanghua Holdings Ltd,2011/6/17,2011/6/17,KYG811581001,1241,3585,Shuanghua Holdings Ltd,0,shuanghua,0,Shuanghua Holdings,Shuanghua Holdings,SHUANGHUA HOLDINGS,K:SHHL,2011/6/30,77291E,HK1241,KYG811581001
China Fiber Optic Network,2011/6/27,2011/6/1,KYG211521060,3777,3229,China Fiber Optic Network,0,chinafiberoptic,0,China Fiber Optic Network System Group,China Fiber Optic Network System Group,CHINA FBO.NETWORK SY.GP.,K:CFON,2011/7/14,77276U,HK3777,KYG211521060
Newton Resources Ltd,2011/6/27,2011/5/31,KYG6525A1031,1231,1011,Newton Resources Ltd,0,newtonresources,0,Newton Resources,Newton Resources,NEWTON RESOURCES,K:NERT,2011/7/4,77300H,HK1231,KYG6525A1031
Shunfeng Photovoltaic Intl Co,2011/7/6,2011/6/30,KYG811701054,1165,3674,Shunfeng Photovoltaic Intl Co,0,shunfeng,0,Shunfeng International Clean Energy,Shunfeng International Clean Energy,SHUNFENG INTL.CLEAN EN.,K:SPIL,2011/7/13,773765,HK1165,KYG8116S1057
1010 Printing Group Ltd,2011/7/22,2011/3/18,BMG6769Z1032,1127,2741,1010 Printing Group Ltd,0,printing,0,Wing Fat Printing,Wing Fat Printing,WING FAT PRINTING,K:WIFP,2008/3/28,51282W,NA,HK0633044984
Tenfu(Cayman)Holdings Co Ltd,2011/9/21,2011/9/14,KYG875941000,6868,2099,Tenfu(Cayman)Holdings Co Ltd,0,tenfucayman,0,Tenfu (Cayman) Holdings,Tenfu (Cayman) Holdings,TENFU (CYMN.)HDG.,K:TENF,2011/9/26,77654P,HK6868,KYG875941000
China Hanking Holdings Ltd,2011/9/27,2011/9/20,KYG2115G1055,3788,1011,China Hanking Holdings Ltd,0,chinahanking,0,China Hanking Holdings,China Hanking Holdings,CHINA HANKING HOLDINGS,K:CHNH,2011/9/30,77685E,HK3788,KYG2115G1055
Travel Expert(Asia),2011/9/27,2011/9/16,KYG9042P1081,1235,4724,Travel Expert(Asia),0,travelexpertasi,0,Travel Expert (Asia) Enterprises,Travel Expert (Asia) Enterprises,TRAVEL EXPERT (AI.)ENTS.,K:TEAE,2011/9/30,77667T,HK1235,KYG9042P1081
Lifetech Scientific Corp,2011/11/8,2011/10/31,KYG548721094,8122,3841,Lifetech Scientific Corp,0,lifetechscienti,0,Lifetech Scientific,Lifetech Scientific,LIFETECH SCIENTIFIC,K:LTSC,2011/11/10,77870H,HK1302,KYG548721177
China Outfitters,2011/11/29,2011/7/19,KYG2115H1039,1146,5136,China Outfitters,0,chinaoutfitters,0,China Outfitters Holdings,China Outfitters Holdings,CHINA OUTFITTERS HDG.,K:COHL,2011/12/9,77291L,HK1146,KYG2115H1039
China Polymetallic Mining,2011/12/2,2011/11/14,KYG215841001,2133,1031,China Polymetallic Mining,0,chinapolymetall,0,China Polymetallic Mining,China Polymetallic Mining,CHINA POLYMETALLIC MNG.,K:CPML,2011/12/14,86520X,HK2133,KYG215841001
China First Chemical Holding,2011/12/2,2011/6/23,KYG2114W1015,2121,2899,China First Chemical Holding,0,chinafirstchemi,0,China First Chemical Holdings,China First Chemical Holdings,CHINA FIRST CHEMICAL HDG.,K:CFCH,2011/12/9,77989Q,HK2121,KYG2114W1015
Baoxin Auto Group Ltd,2011/12/7,2011/11/28,KYG089091063,1293,5511,Baoxin Auto Group Ltd,0,baoxinauto,0,Grand Baoxin Auto Group,Grand Baoxin Auto Group,GRAND BAOXIN AUTO GROUP,K:BAGL,2011/12/14,86520P,HK1293,KYG4134L1077
SPT Energy Group,2011/12/19,2011/12/2,KYG8405W1069,1251,1311,SPT Energy Group,0,energy,0,China Unienergy Group,China Unienergy Group,CHINA UNIENERGY GP.,K:CUGL,2016/7/13,7720F1,HK1573,KYG212081064
China Weaving Materials Hlgds,2011/12/21,2011/12/12,KYG2116A1076,3778,2281,China Weaving Materials Hlgds,0,chinaweavingmat,0,China Weaving Materials Holdings,China Weaving Materials Holdings,CHINA WEAVING MATS.HDG.,K:CWML,2011/12/22,86533X,HK3778,KYG2116A1076
PC Partner Group Ltd,2011/12/28,2011/12/28,KYG6956A1013,1263,3679,PC Partner Group Ltd,0,pcpartner,0,PC Partner Group,PC Partner Group,PC PARTNER GROUP,K:PCPA,2012/1/12,86615L,HK1263,KYG6956A1013
Huili Resources (Group) Ltd,2011/12/29,2011/12/29,KYG464281016,1303,3369,Huili Resources (Group) Ltd,0,huiliresources,0,Huili Resources (Group),Huili Resources (Group),HUILI RESOURCES (GROUP),K:HULL,2012/1/12,86615M,HK1303,KYG464281016
Megalogic Technology Hldng Ltd,2012/1/17,2011/5/4,HK0080033100,8242,3674,Megalogic Technology Hldng Ltd,0,megalogic,0,Megalogic Technology Holdings,Megalogic Technology Holdings,MEGALOGIC TECHNOLOGY HDG.,K:MTHL,2012/1/19,86636V,HK8242,KYG5962A1058
Perfect Shape (Prc) Holdings,2012/1/31,2011/12/13,KYG7013H1056,1830,7231,Perfect Shape (Prc) Holdings,0,perfectshapeprc,0,Perfect Shape (PRC) Holdings,Perfect Shape (PRC) Holdings,PERFECT SHAPE (PRC) HDG.,K:PSHL,2012/2/10,86549P,HK1830,KYG7013H1056
Christine Intl Hldg Ltd,2012/2/15,2012/2/6,KYG211991073,1210,2053,Christine Intl Hldg Ltd,0,christine,0,Christine International Holdings,Christine International Holdings,CHRISTINE INTERNATIONAL HDG.,K:CHRS,2012/2/23,86836H,HK1210,KYG211991073
Xiwang Special Steel Co Ltd,2012/2/17,2012/1/30,HK0000101367,1266,3325,Xiwang Special Steel Co Ltd,0,xiwangspecialst,0,Xiwang Special Steel Company,Xiwang Special Steel Company,XIWANG SPECIAL STEEL CO.,K:XSPS,2012/2/23,86845M,HK1266,HK0000101367
Sunshine Oilsands Ltd,2012/2/29,2011/6/7,CA8678421063,2012,1381,Sunshine Oilsands Ltd,0,sunshineoilsand,0,Sunshine Oilsands,Sunshine Oilsands,SUNSHINE OILSANDS,K:SS0L,2012/3/1,86861J,HK2012,CA8678421063
Trigiant Group Ltd,2012/3/16,2012/3/6,KYG905191022,1300,4899,Trigiant Group Ltd,0,trigiant,0,Trigiant Group,Trigiant Group,TRIGIANT GROUP,K:TGTG,2012/3/19,86917D,HK1300,KYG905191022
Kinetic Mines & Energy Ltd,2012/3/16,2012/1/10,KYG525931039,1277,1221,Kinetic Mines & Energy Ltd,0,kineticmines,0,Kinetic Mines and Energy,Kinetic Mines and Energy,KINETIC MINES & ENERGY,K:KMEL,2012/3/23,86959J,HK1277,KYG525931039
Jiangnan Group Ltd,2012/4/17,2012/3/1,KYG513831001,1366,3496,Jiangnan Group Ltd,0,jiangnan,0,Jiangnan Group,Jiangnan Group,JIANGNAN GROUP,K:JGLD,2012/4/20,87037Q,HK1366,KYG513831001
Synertone Communication Corp,2012/4/17,2012/3/30,KYG8650N1088,1613,4813,Synertone Communication Corp,0,synertonecommun,0,Synertone Communication,Synertone Communication,SYNERTONE COMMUNICATION,K:SYCC,2012/4/18,87008V,HK1613,KYG8650N1161
Branding China Group Ltd,2012/4/26,2012/4/17,KYG131101043,8219,7312,Branding China Group Ltd,0,branding,0,Branding China Group,Branding China Group,BRANDING CHINA GROUP,K:BCGL,2012/4/27,87061F,HK863,KYG131101043
Dongwu Cement Intl Ltd,2012/6/12,2012/5/31,,695,3241,Dongwu Cement Intl Ltd,0,dongwucement,0,Dongwu Cement International,Dongwu Cement International,DONGWU CEMENT INTL.,K:DCIL,2012/6/13,87208H,HK695,KYG281601024
Xiezhong Intl Hldg Ltd,2012/6/15,2012/6/6,KYG9828P1081,3663,3585,Xiezhong Intl Hldg Ltd,0,xiezhong,0,Xiezhong International,Xiezhong International,XIEZHONG INTERNATIONAL,K:XIHL,2012/6/18,87221V,HK3663,KYG9828P1081
China Nonferrous Mining Corp,2012/6/25,2012/6/1,HK0000112026,1258,1021,China Nonferrous Mining Corp,0,chinanonferrous,0,China Nonferrous Mining,China Nonferrous Mining,CHINA NONFERROUS MINING,K:CHNF,2012/6/29,87257U,HK1258,HK0000112026
China Yongda Automobiles Hlds,2012/6/29,2012/5/29,,3699,5511,China Yongda Automobiles Hlds,0,chinayongdaauto,0,China Yongda Automobiles Services,China Yongda Automobiles Services,CHINA YONGDA AUTOMOBILES SVS.,K:CYAS,2012/7/12,87163M,HK3669,KYG2162W1024
Merry Garden Holdings Ltd,2012/7/5,2012/6/25,KYG602941083,1237,5021,Merry Garden Holdings Ltd,0,rygarden,0,Country Garden Holdings,Country Garden Holdings,COUNTRY GARDEN HOLDINGS,K:COGA,2007/4/20,50378R,HK2007,KYG245241032
Wanguo Intl Mining Group Ltd,2012/7/9,2012/6/26,KYG9430L1077,3939,1499,Wanguo Intl Mining Group Ltd,0,wanguomining,0,Wanguo International Mining Group,Wanguo International Mining Group,WANGUO INTL.MNG.GP.,K:WIMG,2012/7/10,87305M,HK3939,KYG9430L1077
Dynam Japan Holdings Co Ltd,2012/7/31,2012/3/22,JP3491910000,6889,7993,Dynam Japan Holdings Co Ltd,0,dynamjapan,0,Dynam Japan Holdings Company,Dynam Japan Holdings Company,DYNAM JAPAN HDG.CO.,K:DJHC,2012/8/6,87358X,HK6889,JP3491910000
KFM Kingdom Holdings Ltd,2012/10/12,2012/9/28,KYG525551027,3816,3567,KFM Kingdom Holdings Ltd,0,kfmkingdom,0,KFM Kingdom Holdings,KFM Kingdom Holdings,KFM KINGDOM HOLDINGS,K:KFMK,2012/10/15,87699P,HK3816,KYG525551027
Tsui Wah Holdings Ltd,2012/11/21,2012/4/27,KYG911501057,1314,5812,Tsui Wah Holdings Ltd,0,tsuiwah,0,Tsui Wah Holdings,Tsui Wah Holdings,TSUI WAH HOLDINGS,K:TWHL,2012/11/26,87848H,HK1314,KYG911501057
Casablanca Group Ltd,2012/11/22,2012/10/18,,2223,5021,Casablanca Group Ltd,0,casablanca,0,Casablanca Group,Casablanca Group,CASABLANCA GROUP,K:CGLD,2012/11/23,87845W,HK2223,KYG192861063
Wison Engineering Services Co,2012/12/19,2011/9/3,KYG972301090,2236,8711,Wison Engineering Services Co,0,wisonengineerin,0,Wison Engineering Services,Wison Engineering Services,WISON ENGINEERING SVS.,K:WESC,2012/12/28,87946E,HK2236,KYG972301090
China Silver Group Ltd,2012/12/27,2012/12/11,KYG211771038,815,3914,China Silver Group Ltd,0,chinasilver,0,China Silver Group,China Silver Group,CHINA SILVER GROUP,K:CSGL,2012/12/28,87946F,HK815,KYG211771038
Speedy Global Holdings Ltd,2013/1/14,2012/12/31,KYG834551080,540,2339,Speedy Global Holdings Ltd,0,speedyglobal,0,Speedy Global Holdings,Speedy Global Holdings,SPEEDY GLOBAL HOLDINGS,K:SGHG,2013/1/15,88003L,HK540,KYG834551080
Quali-Smart Holdings Ltd,2013/1/22,2013/1/11,KYG198891072,1348,3944,Quali-Smart Holdings Ltd,0,quali-smart,0,Quali-Smart Holdings,Quali-Smart Holdings,QUALI-SMART HOLDINGS,K:QSHL,2013/1/23,88020T,HK1348,KYG198891155
Chinalco Mining Corp Intl,2013/1/24,2013/1/17,KYG211291045,3668,1021,Chinalco Mining Corp Intl,0,chinalcomining,0,Chinalco Mining Corporation International,Chinalco Mining Corporation International,CHINALCO MNG.CORP.INTL.,K:CMCI,2013/1/31,88043H,HK3668,KYG211291045
PanAsialum Holdings Co Ltd,2013/1/29,2012/10/25,KYG688451098,2078,3353,PanAsialum Holdings Co Ltd,0,panasialum,0,Panasialum Holdings Company,Panasialum Holdings Company,PANASIALUM HOLDINGS CO.,K:PHCL,2013/2/5,88064U,HK2078,KYG688451098
Termbray Petro-king Oilfield,2013/2/28,2012/8/16,VGG8763A1003,2178,1311,Termbray Petro-king Oilfield,0,termbraypetro-k,0,Termbray Petro-King Oilfield Services Nil Paid 27/01/15,Termbray Petro-King Oilfield Services Nil Paid 27/01/15,TERMBRAY PETRO-KING OILF.SVS.NP.27/01/15,K:TEPK,2015/1/15,9267QX,HK2178,VGG7042T1122
Xinchen China Power Hldg Ltd,2013/3/5,2012/9/3,KYG9830E1098,1148,3519,Xinchen China Power Hldg Ltd,0,xinchenpower,0,Xinchen China Power Holdings,Xinchen China Power Holdings,XINCHEN CHINA POWER HDG.,K:XCPH,2013/3/13,88167T,HK1148,KYG9830E1098
Freetech Road RecyclingTech,2013/6/20,2013/6/14,KYG3728H1002,6888,1799,Freetech Road RecyclingTech,0,freetechroadrec,0,Freetech Road Recycling Technology (Holdings),Freetech Road Recycling Technology (Holdings),FREETECH ROAD RECYCLING TECH.(HDG.),K:FRRT,2013/6/26,89234R,HK6888,KYG3728H1002
CAA Resources Ltd,2013/6/27,2013/6/7,,2112,1011,CAA Resources Ltd,0,caaresources,0,CAA Resources,CAA Resources,CAA RESOURCES,K:CAAR,2013/7/3,89375L,HK2112,KYG3164G1038
Macau Legend Development Ltd,2013/7/2,2013/1/3,KYG573611004,1680,7011,Macau Legend Development Ltd,0,macaulegend,0,Macau Legend Development,Macau Legend Development,MACAU LEGEND DEVELOPMENT,K:MLDL,2013/7/5,89234T,HK1680,KYG573611004
Wisdom Holdings Group,2013/7/5,2013/6/4,KYG9722N1007,1611,7313,Wisdom Holdings Group,0,wisdoms,0,Wisdom Sports Group,Wisdom Sports Group,WISDOM SPORTS GROUP,K:WHGP,2013/7/11,89375T,HK1661,KYG9722N1007
Sinosoft Technology Group Ltd,2013/7/8,2013/6/7,KYG818751094,1297,7379,Sinosoft Technology Group Ltd,0,sinosoft,0,Sinosoft Technology Group,Sinosoft Technology Group,SINOSOFT TECHNOLOGY GP.,K:STGI,2013/7/9,89375P,HK1297,KYG818751094
S Culture International,2013/7/10,2013/6/28,,1255,3143,S Culture International,0,sculture,0,S Culture International Holdings,S Culture International Holdings,S. CULTURE INTL.HDG.,K:SCIH,2013/7/11,89375U,HK1255,KYG7998M1033
China Aluminum Cans Holdings,2013/7/11,2013/6/28,KYG211551091,6898,3354,China Aluminum Cans Holdings,0,chinaaluminumca,0,China Aluminum Cans Holdings,China Aluminum Cans Holdings,CHINA ALUMINUM CANS HDG.,K:CACH,2013/7/12,89375V,HK6898,KYG211551091
Grand Ming Group Holding Ltd,2013/8/8,2013/7/26,,1271,1542,Grand Ming Group Holding Ltd,0,grandming,0,Grand Ming Group Holdings,Grand Ming Group Holdings,GRAND MING GROUP HDG.,K:GMGH,2013/8/9,89678H,HK1271,KYG406451149
China Huishan Dairy Hldgs Co L,2013/9/19,2012/2/15,KYG2117A1067,6863,5143,China Huishan Dairy Hldgs Co L,0,chinahuishandai,0,China Huishan Dairy Holdings Company,China Huishan Dairy Holdings Company,CHINA HUISHAN DY.HDG.CO.,K:CHDH,2013/9/27,90220R,HK6863,KYG2117A1067
CT Environmental Group Ltd,2013/9/24,2011/9/8,KYG258851073,1363,9511,CT Environmental Group Ltd,0,ctenvironmental,0,CT Environmental Group,CT Environmental Group,CT ENVIRONMENTAL GROUP,K:CTEN,2013/9/25,90490G,HK1363,KYG258851156
Forgame Holdings Ltd,2013/9/26,2013/7/12,KYG363361083,484,7372,Forgame Holdings Ltd,0,forgame,0,Forgame Holdings,Forgame Holdings,FORGAME HOLDINGS,K:FGHL,2013/10/3,90410N,HK484,KYG363361083
Nexteer Automotive Group Ltd,2013/9/30,2013/4/10,,1316,3711,Nexteer Automotive Group Ltd,0,nexteerautomoti,0,Nexteer Automotive Group,Nexteer Automotive Group,NEXTEER AUTOMOTIVE GROUP,K:NAGL,2013/10/7,89270M,HK1316,KYG6501M1050
China Ludao Technology Co Ltd,2013/10/10,2013/9/30,KYG215821045,2023,2899,China Ludao Technology Co Ltd,0,chinaludao,0,China Ludao Technology Company,China Ludao Technology Company,CHINA LUDAO TECHNOLOGY CO.,K:CLTC,2013/10/11,91243X,HK2023,KYG215821045
Cabbeen Fashion Ltd,2013/10/21,2013/10/7,KYG3164W1087,2030,5611,Cabbeen Fashion Ltd,0,cabbeenfashion,0,Cabbeen Fashion,Cabbeen Fashion,CABBEEN FASHION,K:CFLD,2013/10/28,92104Z,HK2030,KYG3164W1087
Hydoo International Holdings,2013/10/25,2013/10/3,KYG4678A1031,1396,8611,Hydoo International Holdings,0,hydoo,0,Hydoo International Holding,Hydoo International Holding,HYDOO INTL.HOLDING,K:HYIL,2013/10/31,92145M,HK1396,KYG4678A1031
China Saite Group Co Ltd,2013/10/31,2013/10/22,,153,1541,China Saite Group Co Ltd,0,chinasaite,0,China Saite Group,China Saite Group,CHINA SAITE GROUP,K:CHSG,2013/11/1,92143Q,HK153,KYG2119L1005
PW Medtech Group Ltd,2013/11/1,2013/10/11,KYG7306W1087,1358,3842,PW Medtech Group Ltd,0,pwmedtech,0,PW Medtech Group,PW Medtech Group,PW MEDTECH GROUP,K:PWTM,2013/11/8,92229M,HK1358,KYG7306W1087
Mega Expo Holdings Ltd,2013/11/5,2013/10/25,,1360,7999,Mega Expo Holdings Ltd,0,megaexpo,0,Mega Expo Holdings,Mega Expo Holdings,MEGA EXPO HOLDINGS,K:MEHL,2013/11/6,92183Y,HK1360,KYG5960M1197
Boyaa Interactive Intl Ltd,2013/11/6,2013/7/16,KYG127751058,434,7372,Boyaa Interactive Intl Ltd,0,boyaainteractiv,0,Boyaa Interactive International,Boyaa Interactive International,BOYAA INTERACTIVE INTL.,K:BYAA,2013/11/12,92254G,HK434,KYG127751058
YuanShengTai Dairy Farm Ltd,2013/11/21,2013/3/8,BMG987851018,1431,5143,YuanShengTai Dairy Farm Ltd,0,yuanshengtaidai,0,Yuanshengtai Dairy Farm,Yuanshengtai Dairy Farm,YUANSHENGTAI DAIRY FARM,K:YSHT,2013/11/26,93130Y,HK1431,BMG987851018
Hengshi Mining Invest Ltd,2013/11/22,2013/11/5,KYG4404M1087,1370,1011,Hengshi Mining Invest Ltd,0,hengshimining,0,Hengshi Mining Investments,Hengshi Mining Investments,HENGSHI MINING INVS.,K:HMIL,2013/11/28,93328A,HK1370,KYG4404M1087
China MeiDong Auto Holdings Lt,2013/11/22,2013/11/21,KYG211921021,1268,5511,China MeiDong Auto Holdings Lt,0,chinameidongaut,0,China Meidong Auto Holdings,China Meidong Auto Holdings,CHINA MEIDONG AUTO HDG.,K:CHML,2013/12/5,93748T,HK1268,KYG211921021
Dongpeng Holdings Co Ltd,2013/11/26,2013/11/5,KYG281741036,3386,3253,Dongpeng Holdings Co Ltd,0,dongpeng,0,Dongpeng Holdings,Dongpeng Holdings,DONGPENG HOLDINGS,K:DPLC,2013/12/9,93328C,HK3386,KYG281741036
Yongsheng Advanced Materials,2013/11/26,2013/11/15,,3608,2299,Yongsheng Advanced Materials,0,yongshengadvanc,0,Yongsheng Advanced Materials,Yongsheng Advanced Materials,YONGSHENG ADVANCED MATS.,K:YAMC,2013/11/27,93326K,HK3608,KYG9845G1073
Eprint Group Ltd,2013/12/2,2013/11/20,KYG3085F1019,1884,2759,Eprint Group Ltd,0,eprint,0,Eprint Group,Eprint Group,EPRINT GROUP,K:EPGR,2013/12/3,93366A,HK1884,KYG3085F1019
Kerry Logistics Network Ltd,2013/12/12,2013/12/2,BMG524181036,636,4731,Kerry Logistics Network Ltd,0,kerrylogisticsn,0,Kerry Logistics Network,Kerry Logistics Network,KERRY LOGISTICS NETWORK,K:KLNT,2013/12/19,93650J,HK636,BMG524181036
Consun Pharmaceutical Group,2013/12/13,2013/12/6,,1681,2834,Consun Pharmaceutical Group,0,consunpharmaceu,0,Consun Pharmaceutical Group,Consun Pharmaceutical Group,CONSUN PHARMACEUTICAL GP.,K:CNPG,2013/12/19,93804E,HK1681,KYG2524A1031
Fu Shou Yuan Intl Group Ltd,2013/12/13,2013/9/17,,1448,7261,Fu Shou Yuan Intl Group Ltd,0,fushouyuan,0,Fu Shou Yuan International Group,Fu Shou Yuan International Group,FU SHOU YUAN INTL.GP.,K:ASYI,2013/12/19,93804D,HK1448,KYG371091086
Kingbo Strike Ltd,2013/12/16,2013/12/16,,1421,1731,Kingbo Strike Ltd,0,kingbostrike,0,Kingbo Strike,Kingbo Strike,KINGBO STRIKE,K:ARTY,2013/12/30,8680LZ,HK1421,KYG5258Y1061
China Conch Venture Hldgs Ltd,2013/12/18,2013/12/9,KYG2116J1085,586,9611,China Conch Venture Hldgs Ltd,0,chinaconchventu,0,China Conch Venture Holdings,China Conch Venture Holdings,CHINA CONCH VET.HOLDINGS,K:CCVH,2013/12/19,93804F,HK586,KYG2116J1085
Major Holdings Ltd,2014/1/9,2014/1/6,,8209,5921,Major Holdings Ltd,0,major,0,Major Holdings,Major Holdings,MAJOR HOLDINGS,K:MJHL,2014/1/10,8702QU,HK1389,KYG5760H1121
Honworld Group Ltd,2014/1/22,2014/1/8,KYG4598A1004,2226,2035,Honworld Group Ltd,0,honworld,0,Honworld Group,Honworld Group,HONWORLD GROUP,K:HWLD,2014/1/28,8731V9,HK2226,KYG4598A1004
China Metal Resources,2014/2/17,2014/1/29,KYG316221061,1636,5093,China Metal Resources,0,chinametalresou,0,China Metal Resources Utilization,China Metal Resources Utilization,CHINA METAL RESOURCES UTILIZATION,K:ULMM,2014/2/21,8741WK,HK1636,KYG316221061
Haichang Holdings Ltd,2014/3/10,2013/12/19,KYG4231A1031,2255,7996,Haichang Holdings Ltd,0,haichang,0,Haichang Ocean Park Holdings,Haichang Ocean Park Holdings,HAICHANG OCEAN PARK HDG.,K:HHCH,2014/3/13,8749M3,HK2255,KYG4231A1031
Baioo Family Interactive Ltd,2014/4/3,2014/2/24,KYG070381051,2100,7999,Baioo Family Interactive Ltd,0,baioofamilyinte,0,Baioo Family Interactive,Baioo Family Interactive,BAIOO FAMILY INTERACTIVE,K:BFIL,2014/4/10,8840LN,HK2100,KYG070381051
Wang Tai Holdings Ltd,2014/4/24,2014/4/9,KYG9431G1073,1400,2211,Wang Tai Holdings Ltd,0,wangtai,0,Wang Tai Holdings,Wang Tai Holdings,WANG TAI HOLDINGS,K:WTHL,2014/4/25,8863UX,HK1400,KYG9431G1073
Sunfonda Group Holdings,2014/4/30,2014/2/28,,1771,5511,Sunfonda Group Holdings,0,sunfonda,0,Sunfonda Group Holdings,Sunfonda Group Holdings,SUNFONDA GROUP HOLDINGS,K:SFFG,2014/5/15,8749M2,HK1771,KYG8571A1022
Best Pacific Intl Hldgs Ltd,2014/5/20,2014/5/12,KYG106891008,2111,2341,Best Pacific Intl Hldgs Ltd,0,bestpacific,0,Best Pacific International Holdings,Best Pacific International Holdings,BEST PACIFIC INTL.HDG.,K:BEST,2014/5/23,8896W1,HK2111,KYG106891008
Hengxing Gold Holding Co Ltd,2014/5/28,2014/5/19,KYG4404P1019,2303,1041,Hengxing Gold Holding Co Ltd,0,hengxinggold,0,Hengxing Gold Holdings Company,Hengxing Gold Holdings Company,HENGXING GOLD HDG.CO.,K:HGHC,2014/5/29,88985G,HK2303,KYG4404P1019
Ozner Water International,2014/6/11,2014/6/3,KYG6868L1041,2014,3589,Ozner Water International,0,oznerwater,0,Ozner Water International Holding,Ozner Water International Holding,OZNER WATER INTL.HOLDING,K:OZNE,2014/6/17,8908VF,HK2014,KYG6868L1041
Tianhe Chemicals Group Ltd,2014/6/13,2011/3/8,VGG888411045,1619,2992,Tianhe Chemicals Group Ltd,0,tianhechemicals,0,Tianhe Chemicals Group,Tianhe Chemicals Group,TIANHE CHEMICALS GP.,K:THNJ,2014/6/20,8896XD,HK1619,VGG888411045
Changgang Dunxin Enterprise Co,2014/6/16,2014/6/16,KYG204011087,2229,2631,Changgang Dunxin Enterprise Co,0,changgangdunxin,0,Changgang Dunxin Enterprise,Changgang Dunxin Enterprise,CHANGGANG DUNXIN ENTER.,K:CDEC,2014/6/26,8913ME,HK2229,KYG204011087
Koradior Holdings Ltd,2014/6/23,2014/6/17,KYG531401027,3709,5621,Koradior Holdings Ltd,0,koradior,0,Koradior Holdings,Koradior Holdings,KORADIOR HOLDINGS,K:KHLD,2014/6/27,8913Y4,HK3709,KYG531401027
Cosmo Lady(China)Holdings Co,2014/6/23,2014/2/10,KYG244421080,2298,5137,Cosmo Lady(China)Holdings Co,0,cosmolady,0,Cosmo Lady (China) Holdings,Cosmo Lady (China) Holdings,COSMO LADY (CHIN.)HDG.,K:CLCH,2014/6/26,8913MD,HK2298,KYG244421080
Ourgame International Holdings,2014/6/25,2014/6/18,KYG6847M1087,6899,7375,Ourgame International Holdings,0,ourgame,0,Ourgame International Holdings,Ourgame International Holdings,OURGAME INTL.HOLDINGS,K:OURG,2014/6/30,8909RN,HK6899,KYG6847M1087
Hang Fat Ginseng Holdings Co,2014/6/26,2014/6/17,KYG4288W1078,911,5191,Hang Fat Ginseng Holdings Co,0,hangfatginseng,0,Hang Fat Ginseng Holdings (Temp),Hang Fat Ginseng Holdings (Temp),HANG FAT GINSENG HDG. (TEMP),K:HFTP,2016/7/7,7726GY,NA,KYG4288W1490
Kangda International,2014/6/27,2014/6/23,KYG521541048,6136,9511,Kangda International,0,kangda,0,Kangda International Environmental,Kangda International Environmental,KANGDA INTERNATIONAL ENVIRONMENTAL,K:KIEC,2014/7/4,8915YN,HK6136,KYG521541048
Tian Ge Interactive Hldg Ltd,2014/6/30,2014/6/23,KYG887641085,1980,7375,Tian Ge Interactive Hldg Ltd,0,tiangeinteracti,0,Tian GE Interactive Holdings,Tian GE Interactive Holdings,TIAN GE INTERACTIVE HDG.,K:TGET,2014/7/9,8917F7,HK1980,KYG887641085
Luye Pharma Group Ltd,2014/7/3,2014/6/26,BMG570071099,2186,2834,Luye Pharma Group Ltd,0,luyepharma,0,Luye Pharma Group,Luye Pharma Group,LUYE PHARMA GROUP,K:LUYE,2014/7/9,8917MC,HK2186,BMG570071099
Hung Fook Tong Group Holdings,2014/7/3,2013/10/7,KYG4648K1085,1446,2099,Hung Fook Tong Group Holdings,0,hungfooktong,0,Hung Fook Tong Group Holdings,Hung Fook Tong Group Holdings,HUNG FOOK TONG GP.HDG.,K:HFTG,2014/7/4,8915YM,HK1446,KYG4648K1085
Century Sage Scientific,2014/7/4,2014/6/24,KYG202281054,1450,7372,Century Sage Scientific,0,centurysagescie,0,Century Sage Scientific Holdings,Century Sage Scientific Holdings,CENTURY SAGE SCIEN.HDG.,K:SAGE,2014/7/7,8916Y4,HK1450,KYG202281054
China Aircraft Leasing Grp,2014/7/7,2014/2/21,KYG211241057,1848,7359,China Aircraft Leasing Grp,0,chinaaircraftle,0,China Aircraft Leasing Group Holdings,China Aircraft Leasing Group Holdings,CHINA AIRCRAFT LEASING GP.HDG.,K:CALG,2014/7/11,8933ND,HK1848,KYG211241057
Sinomax Group Ltd,2014/7/9,2013/10/7,KYG8191A1022,1418,2515,Sinomax Group Ltd,0,sinomax,0,Sinomax Group,Sinomax Group,SINOMAX GROUP,K:SMAX,2014/7/10,8933M9,HK1418,KYG8191A1022
China Fordoo Holdings Ltd,2014/7/10,2014/6/24,KYG211271088,2399,2329,China Fordoo Holdings Ltd,0,chinafordoo,0,China Fordoo Holdings,China Fordoo Holdings,CHINA FORDOO HOLDINGS,K:FORD,2014/7/16,8917GK,HK2399,KYG211271088
