Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
SMI Holdings Group,SMI HOLDINGS GROUP,K:LUCK,1992/10/23,771642,HK198,BMG8229F1150
Soundwill Holdings,SOUNDWILL HOLDINGS,K:SNDW,1997/3/21,889495,HK878,BMG8277H1530
SRE Group,SRE GROUP,K:TROC,1999/12/10,280000,HK1207,BMG8403X1065
SSY Group,SSY GROUP,K:LIJU,2005/12/20,32478E,HK2005,KYG8406X1034
Stella International Holdings,STELLA INTL.HOLDINGS,K:STLI,2007/7/6,50707F,HK1836,KYG846981028
Sunevision Holdings,SUNEVISION HOLDINGS,K:SUNE,2000/3/17,280275,HK8008,KYG857001054
Superrobotics,SUPERROBOTICS,K:BLU,2002/2/19,15205X,HK8176,BMG8191U1080
Tai Cheung Holdings,TAI CHEUNG HOLDINGS,K:TCPC,1973/1/1,930167,HK88,BMG8659B1054
Tai United Holdings,TAI UNITED HOLDINGS,K:LUEN,1995/10/2,311998,HK718,BMG8661J1045
Tan Chong International,TAN CHONG INTL.,K:TANC,1998/7/7,675423,HK693,BMG8667Z1023
Television Broadcasts,TELEVISION BROADCASTS,K:TVB1,1988/11/23,779606,HK511,HK0000139300
Texhong Textile Group,TEXHONG TEXTILE GP.,K:TTGL,2004/12/9,29874E,HK2678,KYG876551170
Texwinca Holdings,TEXWINCA HOLDINGS,K:TEXW,1992/8/6,316074,HK321,BMG8770Z1068
Tianneng Power International,TIANNENG POWER INTL.,K:TPIL,2007/6/11,50610L,HK819,KYG8655K1094
Tibet Water Resources,TIBET WATER RESOURCES,K:TWRH,2011/6/30,77291K,HK1115,KYG886121097
TIC TAC International Holdings Company,TIC TAC INTL.HDG.CO.,K:TTIH,2015/5/12,94606C,HK1470,NA
Tom Group,TOM GROUP,K:TOMC,2000/3/1,280267,HK2383,KYG891101035
Tomson Group,TOMSON GROUP,K:TOMP,1988/6/3,771556,HK258,KYG8917R1083
Tongda Group Holdings,TONGDA GROUP HOLDINGS,K:TGDA,2000/12/22,13117D,HK698,KYG8917X1218
Transport International Holdings,TRANSPORT INTL.HDG.,K:KOWM,1973/1/1,929598,HK62,BMG9031M1082
Trinity,TRINITY,K:TRNT,2009/11/3,68153E,HK891,BMG906241002
Truly International Holdings,TRULY INTL.HDG.,K:TRUL,1991/7/29,314154,HK732,KYG910191363
Tsim SHA Tsui Properties,TSIM SHA TSUI PROPS.,K:TSTP,1985/5/2,756035,HK247,HK0247001271
Uni-President China Holdings,UNI-PRESIDENT CHINA HDG.,K:UNIP,2007/12/17,51371E,HK220,KYG9222R1065
United Energy Group,UNITED ENERGY GROUP,K:TOPS,1992/4/8,315619,HK467,BMG9231L1081
Universal Medical Financial and Technology Advisory Services,UNVL.MED.FINL.& TECH. ADVY.SVS.,K:UMFT,2015/7/8,9742L3,HK2666,HK0000255361
Value Partners Group,VALUE PARTNERS GROUP,K:VALP,2007/11/22,51274K,HK806,KYG931751005
Viva China Holdings,VIVA CHINA HOLDINGS,K:GRTC,2000/4/6,280019,HK8032,KYG9374E1199
Vongroup,VONGROUP,K:KAMB,2001/10/9,14664N,HK318,KYG9387J1132
Wanda Hotel Development,WANDA HOTEL DEVELOPMENT,K:CFAI,2002/6/4,25590V,HK169,BMG9430N1039
Wing Tai Properties,WING TAI PROPERTIES,K:UNSS,1988/6/1,749870,HK369,BMG9716V1000
Wison Engineering Services,WISON ENGINEERING SVS.,K:WESC,2012/12/28,87946E,HK2236,KYG972301090
World-Link Logistics (Asia) Holdings,WORLD-LINK LOGISTICS (ASIA) HDG.,K:WRLL,2015/12/29,8827JU,HK6083,NA
WWPKG,WWPKG,K:WWPK,2017/1/12,2883UE,HK8069,KYG981251005
Xtep International Holdings,XTEP INTERNATIONAL HDG.,K:XREP,2008/6/3,53459M,HK1368,KYG982771092
Yashili International Holdings,YASHILI INTERNATIONAL HOLDINGS,K:YAS,2010/11/1,71983M,HK1230,KYG983401053
Yestar Healthcare Holdings,YESTAR HEALTHCARE HDG.,K:YIHL,2013/10/11,91135X,HK2393,KYG9843W1125
Yida China Holdings,YIDA CHINA HOLDINGS,K:CYYY,2014/6/27,8913Y2,HK3639,KYG9843H1074
Youyuan International Holdings,YOUYUAN INTL.HDG.,K:YYIH,2010/5/27,69354V,HK2268,KYG987641068
Yuexiu Transport Infrastructure,YUEXIU TRANSPORT INFR.,K:GZIT,1997/1/30,887662,HK1052,BMG9880L1028
Zhongyu Gas Holdings,ZHONGYU GAS HOLDINGS,K:MRCH,2001/6/5,263181,HK3633,KYG9891U1334
Zhongyuan Bank 'H',ZHONGYUAN BANK 'H',K:ZYBC,2017/7/19,9112KJ,HK1216,CNE100002GY8
Zhuguang Holdings Group,ZHUGUANG HOLDINGS GROUP,K:NAMF,1996/12/9,887526,HK1176,BMG9908J1053
ABC Multiactive,ABC MULTIACTIVE,K:ABC,2001/1/31,13470H,HK8131,BMG0031W1477
Able Engineering,ABLE ENGINEERING,K:ABLE,2017/2/20,9011P3,HK1627,KYG0R8151046
Addchance Holdings,ADDCHANCE HOLDINGS,K:ADDC,2005/10/5,31923V,HK3344,KYG0108Q1064
Affluent Partners Holdings,AFFLUENT PARTNERS HDG.,K:OMJL,2014/10/17,9121T5,HK1466,KYG0130B1014
Agritrade Resources,AGRITRADE RESOURCES,K:KHIN,1997/3/19,889494,HK1131,BMG0130N1056
Ajisen (China) Holdings,AJISEN(CHINA)HOLDINGS,K:AJIS,2007/3/30,50313X,HK538,KYG0192S1093
AKM Industrial Company,AKM INDUSTRIAL CO.,K:AKM,2004/8/18,29351E,HK1639,HK8298013897
Alco Holdings,ALCO HOLDINGS,K:ALCO,1992/11/27,316304,HK328,BMG0154K1027
Allan International Holdings,ALLAN INTL.HDG.,K:AILL,1992/11/10,316266,HK684,BMG017541035
Allied Sustainability and Environmental Consultants Group,ALLIED SUSTBY.AND ENV. CNSLS.GP.,K:ALLD,2016/10/17,2625M4,HK8320,KYG021581064
Alltronics Holdings,ALLTRONICS HOLDINGS,K:ALLT,2005/7/15,31294M,HK833,KYG022791266
Amax International Holdings,AMAX INTERNATIONAL HDG.,K:KESS,1997/10/3,865626,HK959,BMG0252A1053
Amber Energy,AMBER ENERGY,K:AMBR,2009/7/10,67663V,HK90,KYG025011076
Amco United Holding,AMCO UNITED HOLDING,K:JACK,1996/11/28,887836,HK630,BMG0259E1342
Amvig Holdings,AMVIG HOLDINGS,K:VGRD,2004/3/26,28722F,HK2300,KYG0420V1068
Anacle Systems,ANACLE SYSTEMS,K:ANCL,2016/12/16,2750Y4,HK8353,SG9999015903
Anxin-China Holdings,ANXIN-CHINA HOLDINGS,K:BIIP,2003/11/24,28127R,HK1149,KYG0400P1037
Apac Resources,APAC RESOURCES,K:YING,1998/12/29,865747,HK1104,BMG0403V2062
Applied Development Holdings,APPLIED DEVELOPMENT HDG.,K:AELE,1989/1/16,776711,HK519,BMG0428W1221
APT Satellite Holdings,APT SATELLITE HDG.,K:APTS,1996/12/18,887627,HK1045,BMG0438M1064
Ares Asia,ARES ASIA,K:KTPH,1993/12/22,356914,HK645,BMG329191057
Art Group Holdings,ART GROUP HOLDINGS,K:ARTX,2003/9/10,27554T,HK565,KYG0583P1028
Artgo Holdings,ARTGO HOLDINGS,K:ARTG,2013/12/30,8680L0,HK3313,KYG0509A1067
Ascent International Holdings,ASCENT INTL.HDG.,K:CHCO,2003/3/12,26850U,HK264,KYG0563P1063
Asia Coal,ASIA COAL,K:KWC,1997/12/18,865723,HK835,BMG0539D1121
Asia Commercial Holdings,ASIA COMMERCIAL HDG.,K:ACOM,1988/6/1,756317,HK104,BMG0532V1761
Asia Financial Holdings,ASIA FINANCIAL HDG.,K:ASIF,1988/6/1,930357,HK662,BMG0532X1074
Asia Orient Holdings,ASIA ORIENT HDG.,K:ORIE,1988/6/1,700291,HK214,BMG0534H1189
Asia Resources Holdings,ASIA RESOURCES HOLDINGS,K:WLWT,1997/10/24,870756,HK899,BMG0536F1775
Asian Citrus Holdings,ASIAN CITRUS HDG.,K:ACHL,2009/11/26,68402L,HK73,BMG0620W2019
Asiasec Properties,ASIASEC PROPERTIES,K:ASIA,1985/1/23,755632,HK271,HK0271007608
Austar Lifesciences,AUSTAR LIFESCIENCES,K:ASTR,2014/11/7,9166QQ,HK6118,KYG0632L1023
Ausupreme International Holdings,AUSUPREME INTL.HDG.,K:ASPI,2016/9/12,7749DQ,HK2031,KYG066021091
Auto Italia Holdings,AUTO ITALIA HOLDINGS,K:WKEE,1991/7/16,314136,HK720,BMG066391019
Automated Systems Holdings,AUTOMATED SYSTEMS HDG.,K:AUTO,1997/11/5,871504,HK771,BMG0666H1007
Aux International Holdings,AUX INTERNATIONAL HDG.,K:MEGH,2014/1/23,8704QH,HK2080,KYG2947D1060
AV Concept Holdings,AV CONCEPT HOLDINGS,K:AVCO,1996/4/24,865512,HK595,KYG0672U1114
Baguio Green Group,BAGUIO GREEN GROUP,K:BAGR,2014/5/22,8896GE,HK1397,KYG0697N1007
Baioo Family Interactive,BAIOO FAMILY INTERACTIVE,K:BFIL,2014/4/10,8840LN,HK2100,KYG070381051
Ban Loong Holdings,BAN LOONG HOLDINGS,K:ABCC,1991/10/9,314059,HK30,BMG0865U1009
Bar Pacific,BAR PACIFIC,K:BARP,2017/1/11,2884A8,HK8432,KYG1058P1063
Bauhaus International Holdings,BAUHAUS INTL.HDG.,K:BAUH,2005/5/12,30906L,HK483,KYG1080K1094
BCI Group Holdings,BCI GROUP HOLDINGS,K:BCIG,2017/4/7,9056VL,HK8412,KYG090491005
Beijing Capital Grand,BEIJING CAPITAL GRAND,K:JIHL,2012/4/2,86984C,HK1329,KYG1146G1001
Beijing Properties (Holdings),BEIJING PROPS.(HOLDINGS),K:PEAK,1998/1/15,865726,HK925,BMG1145H1097
Beijingwest Industries International,BEIJINGWEST INDS.INTL.,K:NORF,2003/10/10,27825J,HK2339,KYG1145N1144
BEP International Holdings,BEP INTERNATIONAL HDG.,K:BEP,2003/3/3,26827R,HK2326,NA
Best Food Holding,BEST FOOD HOLDING,K:LMHH,2011/6/27,77146V,HK1488,KYG1135C1024
Besunyen Holdings,BESUNYEN HOLDINGS,K:BSH,2010/9/29,70164K,HK926,KYG107051040
BGMC International,BGMC INTERNATIONAL,K:BGMC,2017/8/9,9122M5,HK1693,KYG1R51A1070
BHCC Holding,BHCC HOLDING,K:BHCC,2017/9/12,9140VU,HK1552,NA
Bingo Group Holdings,BINGO GROUP HOLDINGS,K:VASO,2002/11/12,26486D,HK8220,KYG1116Y1153
Binhai Investment,BINHAI INVESTMENT,K:WSGH,2000/3/16,280018,HK2886,BMG1118Y1214
Birmingham Sports Holdings,BIRMINGHAM SPORTS HDG.,K:GTOP,2002/11/12,26485X,HK2309,KYG1132K1159
BOE Varitronix,BOE VARITRONIX,K:VARI,1991/7/1,314888,HK710,BMG1223L1054
Boer Power Holdings,BOER POWER HOLDINGS,K:BPH,2010/10/20,70769H,HK1685,KYG121611084
Boill Healthcare Holdings,BOILL HEALTHCARE HOLDINGS,K:NSHL,2013/10/16,91135Y,HK1246,KYG1225S1084
Bolina Holding,BOLINA HOLDING,K:BHCL,2012/7/13,87305F,HK1190,KYG121891090
Bonjour Holdings,BONJOUR HOLDINGS,K:BONJ,2003/7/16,27273V,HK653,KYG123731252
Bossini International Holdings,BOSSINI INTL.HDG.,K:BOSS,1993/11/2,314411,HK592,BMG1261P1095
Boyaa Interactive International,BOYAA INTERACTIVE INTL.,K:BYAA,2013/11/12,92254G,HK434,KYG127751058
Branding China Group,BRANDING CHINA GROUP,K:BCGL,2012/4/27,87061F,HK863,KYG131101043
Brightoil Petroleum (Holdings),BRIGHTOIL PTL.(HDG.),K:FIGI,1995/11/16,865119,HK933,BMG1371C1212
Brockman Mining Holdings,BROCKMAN MINING HOLDINGS,K:WAHN,1988/6/1,771683,HK159,BMG1739E1084
Build King Holdings,BUILD KING HOLDINGS,K:SEPW,1988/6/1,771502,HK240,BMG1675M1064
Burwill Holdings,BURWILL HOLDINGS,K:BURR,1983/9/15,944846,HK24,BMG1808K1009
C Cheng Holdings,C CHENG HOLDINGS,K:CCHG,2013/12/20,8681WN,HK1486,KYG1987U1013
CAA Resources,CAA RESOURCES,K:CAAR,2013/7/3,89375L,HK2112,KYG3164G1038
Cabbeen Fashion,CABBEEN FASHION,K:CFLD,2013/10/28,92104Z,HK2030,KYG3164W1087
Capital Estate,CAPITAL ESTATE,K:YOSH,1983/3/1,938646,HK193,HK0000063625
Capital Finance Holdings,CAPITAL FINANCE HOLDINGS,K:MPLG,2002/11/15,26501W,HK8239,BMG1941S1017
Capital VC,CAPITAL VC,K:CEIF,2003/10/27,27918N,HK2324,KYG1889C1915
Capxon International Electronic,CAPXON INTL.ELECTRONIC,K:CAPX,2007/5/7,50448X,HK469,KYG1892A1094
Carpenter Tan Holdings,CARPENTER TAN HOLDINGS,K:CRPT,2009/12/29,68535W,HK837,KYG1991G1064
Carrianna Group Holdings,CARRIANNA GROUP HOLDINGS,K:TAKS,1991/11/1,315301,HK126,BMG1993G1042
Carry Wealth Holdings,CARRY WEALTH HDG.,K:CAWE,2000/3/13,280017,HK643,BMG1925S1017
Casablanca Group,CASABLANCA GROUP,K:CGLD,2012/11/23,87845W,HK2223,KYG192861063
CBK Holdings,CBK HOLDINGS,K:CBKH,2017/2/15,9016FQ,HK8428,KYG1991R1020
CCT Fortis Holdings,CCT FORTIS HOLDINGS,K:DKIN,1991/11/11,315113,HK138,BMG1987Y1030
CCT Land Holdings,CCT LAND HOLDINGS,K:MEGG,1991/12/30,315157,HK261,BMG1987X1056
CEC International Holdings,CEC INTERNATIONAL HDG.,K:CECI,1999/11/15,691929,HK759,BMG1988W1064
Celebrate International Holdings,CELEBRATE INTERNATIONAL HDG.,K:APTU,2002/5/14,25504K,HK8212,KYG1991W1684
Ceneric (Holdings),CENERIC (HOLDINGS),K:MORN,1989/11/22,503077,HK542,KYG2000K1040
Century Legend Holdings,CENTURY LEGEND HOLDINGS,K:FORE,1993/7/8,317567,HK79,BMG2021N1609
Changgang Dunxin Enterprise,CHANGGANG DUNXIN ENTER.,K:CDEC,2014/6/26,8913ME,HK2229,KYG204011087
Changhong Jiahua Holdings,CHANGHONG JIAHUA HDG.,K:CDAT,2000/1/24,280007,HK8016,BMG2042K1045
Changshouhua Food,CHANGSHOUHUA FOOD,K:CCOI,2009/12/18,68503V,HK1006,KYG2045D1079
Chanhigh Holdings,CHANHIGH HOLDINGS,K:CHHH,2017/3/31,9055C6,HK2017,KYG2121A1004
Chen Hsong Holdings,CHEN HSONG HDG.,K:CHEN,1991/10/22,314066,HK57,BMG208741063
Cheuk Nang (Holdings),CHEUK NANG (HOLDINGS),K:CHUK,1988/8/15,771579,HK131,HK0131037993
Chevalier International Holdings,CHEVALIER INTL.HDG.,K:CHEV,1985/2/25,905030,HK25,BMG2097Z1471
Chigo Holding,CHIGO HOLDING,K:CHIG,2009/7/13,67674C,HK449,KYG4463T1013
China Agri-Industries Holdings,CHINA AGRI-INDS.HDG.,K:CAIH,2007/3/21,50268W,HK606,HK0606037437
China Automation Group,CHINA AUTOMATION GROUP,K:CAUG,2007/7/12,50759Q,HK569,KYG2112N1117
China Baofeng (International),CHINA BAOFENG (INTL.),K:MIHL,2012/7/20,87338U,HK3966,KYG2119C1006
China Billion Resources,CHINA BILLION RESOURCES,K:GGRE,2000/12/18,260730,HK274,KYG2115F1155
China CBM Group,CHINA CBM GROUP,K:SHST,2003/8/12,27360L,HK8270,BMG2152N1048
China Child Care,CHINA CHILD CARE,K:PFIT,2011/7/15,773769,HK1259,KYG2116R1002
China Dynamics (Holdings),CHINA DYNAMICS (HDG.),K:ELER,1996/5/24,887071,HK476,BMG2117G1033
China Eco-Farming,CHINA ECO-FARMING,K:LFAN,2002/2/5,15163F,HK8166,BMG2158A1146
China First Capital Group,CHINA FIRST CAPITAL GP.,K:CVCT,2011/11/23,77942H,HK1269,KYG2114R1103
China Fordoo Holdings,CHINA FORDOO HOLDINGS,K:FORD,2014/7/16,8917GK,HK2399,KYG211271088
China Fortune Holdings,CHINA FORTUNE HOLDINGS,K:FOTE,2000/2/16,280014,HK110,BMG2154Z1059
China Gem Holdings,CHINA GEM HOLDINGS,K:WTIN,1994/10/26,140574,HK1191,BMG2116X1074
China Glass Holdings,CHINA GLASS HOLDINGS,K:CHGL,2005/6/23,31203P,HK3300,BMG2111H1236
China Graphene Group,CHINA GRAPHENE GP.,K:WINV,1988/6/1,756032,HK63,BMG2118C1010
China Green (Holdings),CHINA GREEN (HOLDINGS),K:CGRN,2004/1/13,28324W,HK904,BMG211801151
China Hanking Holdings,CHINA HANKING HOLDINGS,K:CHNH,2011/9/30,77685E,HK3788,KYG2115G1055
China Health Group,CHINA HEALTH GROUP,K:VPHM,2003/7/10,27251K,HK8225,KYG2117N1088
China Healthwise,CHINA HEALTHWISE,K:LNCN,1997/9/30,896239,HK348,KYG2120E1035
China High Speed Transmission Equipment Group,CHINA HISPD.TNSM.EQU.GP.,K:CHSP,2007/7/4,50693J,HK658,KYG2112D1051
China Hkbridge Holdings,CHINA HKBRIDGE HOLDINGS,K:TSRH,2002/6/21,25694U,HK2323,BMG2114X1092
China Healthcare Enterprise,CHINA HLTHCR.ENTER.,K:TEIH,2011/1/27,74196M,HK1143,KYG2119R1074
China Household Holdings,CHINA HOUSEHOLD HOLDINGS,K:CHHI,2000/1/19,280006,HK692,BMG2115R1198
China Huarong Energy,CHINA HUARONG ENERGY,K:CRHI,2010/11/19,72474X,HK1101,KYG2116D1198
China Infrastructure Invesment,CHINA INFR.INVESMENT,K:DAWA,1993/10/5,317765,HK600,KYG2112P1081
China Innovation Investment,CHINA INNOVATION INV.,K:SITI,2002/8/28,26148H,HK1217,KYG2112R1048
China Innovationpay Group,CHINA INNOVATIONPAY GP.,K:SYCA,2000/4/14,280023,HK8083,BMG2113J1018
China Investment Development,CHINA INVESTMENT DEV.,K:EVRE,2000/12/12,255388,HK204,BMG2115B1147
China Investments Holdings,CHINA INVESTMENTS HDG.,K:CINV,1989/11/7,779602,HK132,BMG210751092
China ITS (Holdings),CHINA ITS (HOLDINGS),K:CIHC,2010/7/15,69713J,HK1900,KYG2161M1050
China Lesso Group Holdings,CHINA LESSO GROUP HDG.,K:CLG,2010/6/23,69594F,HK2128,KYG2157Q1029
China Literature,CHINA LITERATURE,K:CHLT,2017/11/8,9181X9,HK772,KYG2121R1039
China Lotsynergy Holdings,CHINA LOTSYNERGY HDG.,K:WMHL,2001/10/26,14475K,HK1371,BMG2155D1450
China Motor Bus,CHINA MOTOR BUS,K:CHIB,1973/1/1,951414,HK26,HK0026000205
China Nonferrous Metals,CHINA NONFERROUS METALS,K:SGIN,2005/2/28,30374D,HK8306,BMG2157X1496
China Ocean Fishing,CHINA OCEAN FISHING,K:IAIN,2001/11/1,14739F,HK8047,BMG2114V1037
China Outfitters Holdings,CHINA OUTFITTERS HDG.,K:COHL,2011/12/9,77291L,HK1146,KYG2115H1039
China Polymetallic Mining,CHINA POLYMETALLIC MNG.,K:CPML,2011/12/14,86520X,HK2133,KYG215841001
China Power International Development,CHINA POWER INTL.DEV.,K:CPOW,2004/10/15,29602R,HK2380,HK2380027329
China Properties Group,CHINA PROPERTIES GROUP,K:CPGP,2007/2/23,50101F,HK1838,KYG2159A1058
China Public Procurement,CHINA PUBLIC PROCUREMENT,K:SUNN,2002/7/3,25743V,HK1094,BMG2157R1189
China Qinfa Group,CHINA QINFA GROUP,K:CHQN,2009/7/3,67624V,HK866,KYG2159E1070
China Saite Group,CHINA SAITE GROUP,K:CHSG,2013/11/1,92143Q,HK153,KYG2119L1005
China Sandi Holdings,CHINA SANDI HOLDINGS,K:GFG,1998/12/1,865743,HK910,BMG2118U1018
China SCE Property Holdings,CHINA SCE PROPERTY HDG.,K:CHI,2010/2/5,68680E,HK1966,KYG211891083
China Silver Group,CHINA SILVER GROUP,K:CSGL,2012/12/28,87946F,HK815,KYG211771038
China Sinostar Group,CHINA SINOSTAR GROUP,K:STAR,1988/4/12,771382,HK485,BMG2161L1072
China South City Holdings,CHINA SOUTH CITY HDG.,K:CSCH,2009/9/30,68000N,HK1668,HK0000056264
China Star Entertainment,CHINA STAR ENTM.,K:STAE,1992/11/12,316268,HK326,BMG8437G3195
China Starch Holdings,CHINA STARCH HOLDINGS,K:CSTC,2007/9/27,51066L,HK3838,KYG2161A1195
China Strategic Holdings,CHINA STRATEGIC HDG.,K:CSTR,1988/6/1,779595,HK235,HK0235034623
China Tangshang,CHINA TANGSHANG,K:WELB,1992/6/10,315709,HK491,BMG3036H1079
China Tangshang,CHINA TANGSHANG,K:UPI,1991/1/25,539919,HK674,BMG2197S1008
China Tradl Chinese Medicine,CHINA TRADL.CHS.MDCIN.,K:WISH,1993/4/7,316811,HK570,HK0000056256
China Trends Holdings,CHINA TRENDS HOLDINGS,K:QSCT,2002/7/31,26065R,HK8171,KYG2111U1085
China Uptown Group,CHINA UPTOWN GROUP,K:TWAY,2001/2/8,256456,HK2330,KYG2111Y1008
China Yongda Automobiles Services,CHINA YONGDA AUTOMOBILES SVS.,K:CYAS,2012/7/12,87163M,HK3669,KYG2162W1024
China Zhengtong Auto Services,CHINA ZHENGTONG AUTO SVS.,K:CZTA,2010/12/10,72899V,HK1728,KYG215A81084
China_health_group,CHINA_HEALTH_GROUP,K:HNKO,1996/10/14,887329,HK673,BMG2107P1059
Chinese Energy Holdings,CHINESE ENERGY HOLDINGS,K:IMER,2000/3/31,280363,HK8009,HK0000255528
Chinese People Holdings,CHINESE PEOPLE HOLDINGS,K:KEL,1997/4/24,890157,HK681,BMG2112G1087
Chinese Strategic Holdings,CHINESE STRATEGIC HDG.,K:PRTE,2000/5/18,280027,HK8089,BMG2115V1101
Chinlink International Holdings,CHINLINK INTERNATIONAL HDG.,K:DECC,2000/3/10,280016,HK997,BMG2113K1403
Chinney Alliance Group,CHINNEY ALLIANCE GP.,K:DHAR,1993/10/15,317806,HK385,BMG2109L1697
Chinney Investments,CHINNEY INVESTMENTS,K:CHIN,1988/6/1,755794,HK216,HK0216001088
Chong Sing Holdings Fintech,CHONG SING HDG. FINTECH .,K:CCHL,2010/11/19,72560N,HK8207,KYG2121H1056
Christine International Holdings,CHRISTINE INTERNATIONAL HDG.,K:CHRS,2012/2/23,86836H,HK1210,KYG211991073
Chuangs Consortium International,CHUANGS CONSORT.INTL.,K:CHNC,1988/6/1,755692,HK367,BMG2122V1458
CIL Holdings,CIL HOLDINGS,K:CILH,1993/7/21,317602,HK479,BMG2142A1541
Cinda International Holdings,CINDA INTERNATIONAL HDG.,K:HNTE,2000/8/1,297021,HK111,BMG2143M1082
Circutech International Holdings,CIRCUTECH INTL.HDG.,K:TEYE,2001/5/8,261757,HK8051,KYG2180K1141
Citic Dameng Holdings,CITIC DAMENG HDG.,K:CDAH,2010/11/18,72474V,HK1091,BMG2202Z1077
City E-Solutions,CITY E-SOLUTIONS,K:CDLH,1989/12/28,503245,HK557,KYG215621221
Class Group (Holdings),CL GROUP (HDG.),K:CLGH,2011/3/8,75487L,HK8098,KYG220291051
CMMB Vision Holdings,CMMB VISION HOLDINGS,K:GFLX,2005/10/10,31939V,HK471,KYG2237A1682
CNC Holdings,CNC HOLDINGS,K:TYPH,2010/8/30,69988N,HK8356,KYG2238D1043
CNNC International,CNNC INTERNATIONAL,K:UMTL,2003/1/6,26656T,HK2302,KYG2352X1262
CNQC International Holdings,CNQC INTERNATIONAL HDG.,K:SHLD,2012/10/18,87699N,HK1240,KYG2238G1073
CNT Group,CNT GROUP,K:CNTG,1991/5/21,314011,HK701,BMG2237T1009
Company-Prosperity Holdings,CO-PROSPERITY HOLDINGS,K:COPR,2006/3/30,32984V,HK707,KYG2421Y1052
Coastal Greenland,COASTAL GREENLAND,K:CRG,1997/10/16,867190,HK1124,BMG2239B1239
Code Agriculture (Holdings),CODE AGRICULTURE (HDG.),K:M21T,2001/3/30,256699,HK8153,BMG2365A1392
Combest Holdings,COMBEST HOLDINGS,K:GSFT,2002/2/8,15173J,HK8190,KYG2297X1088
Computime Group,COMPUTIME GROUP,K:COMG,2006/10/9,41225M,HK320,KYG2341T1031
Continental Holdings,CONTINENTAL HDG.,K:CONH,1988/11/7,779614,HK513,HK0000064516
Convenience Retail Asia,CONVENIENCE RETAIL ASIA,K:CREA,2001/1/18,13412T,HK831,KYG239801080
Convoy Global Holdings,CONVOY GLOBAL HOLDINGS,K:CFSH,2010/7/13,69704Q,HK1019,KYG2615B1014
Coolpad Group,COOLPAD GROUP,K:CWTL,2004/12/9,29874F,HK2369,KYG2418K1004
Cosmopolitan International Holdings,COSMOPOLITAN INTL.HDG.,K:CPRO,1991/6/24,502677,HK120,KYG2445L1547
Cosmos Machinery Enterprises,COSMOS MACHINERY ENTS.,K:COSO,1988/12/9,779676,HK118,HK0118000667
CP Lotus,CP LOTUS,K:FORT,1988/6/27,755460,HK121,KYG2500L1077
Crocodile Garments,CROCODILE GARMENTS,K:CROC,1988/6/1,938723,HK122,HK0122000687
Crown International,CROWN INTERNATIONAL,K:KIME,1998/1/16,865727,HK727,HK0000313244
CSI Properties,CSI PROPERTIES,K:OCEA,1992/4/15,315570,HK497,BMG2581C1091
CST Group,CST GROUP,K:CHST,1994/2/2,362024,HK985,KYG2586J1094
Culturecom Holdings,CULTURECOM HOLDINGS,K:JADE,1986/8/13,729906,HK343,BMG2587F2058
CW Group Holdings,CW GROUP HOLDINGS,K:CWGH,2012/4/13,86983W,HK1322,KYG2730T1105
Cybernaut International,CYBERNAUT INTL,K:SHLG,2010/7/7,69687Q,HK1020,KYG2606Y1026
Dachan Food (Asia),DACHAN FOOD (ASIA),K:DCHN,2007/10/4,51092Q,HK3999,KYG261441086
Dah Sing Banking Group,DAH SING BANKING GP.,K:DSBG,2004/6/30,672428,HK2356,HK2356013600
Dah Sing Financial Holdings,DAH SING FINANCIAL HDG.,K:DAHF,1988/3/1,771127,HK440,HK0440001847
Daido Group,DAIDO GROUP,K:DCON,1989/12/13,503220,HK544,BMG2619Y1232
Daisho Microline Holdings,DAISHO MICROLINE HDG.,K:SUWA,1990/2/5,503392,HK567,BMG2624V1063
Daohe Global Group,DAOHE GLOBAL GROUP,K:LINM,2002/5/10,15470W,HK915,BMG2751X1314
Daphne International Holdings,DAPHNE INTL.HOLDINGS,K:PRIS,1995/11/3,865092,HK210,KYG2830J1031
Datronix Holdings,DATRONIX HOLDINGS,K:DATR,2001/6/22,263184,HK889,BMG2660A1071
Dawnrays Pharmaceutical (Holdings),DAWNRAYS PHARM.(HDG.),K:DWNP,2003/7/11,27257L,HK2348,KYG2687M1006
Dickson Concepts (International),DICKSON CONCEPTS (INTL.),K:DICK,1987/3/4,741299,HK113,BMG275871231
Differ Group Holding,DIFFER GROUP HOLDING,K:DFFG,2013/12/9,93747X,HK6878,KYG2760V1005
Dingyi Group Investment,DINGYI GROUP INVESTMENT,K:COAI,1988/10/26,779567,HK508,BMG2763D1074
Dining Concepts Holdings,DINING CONCEPTS HDG.,K:DING,2016/8/5,7748MM,HK8056,KYG2763T1022
Directel Holdings,DIRECTEL HOLDINGS,K:DRHL,2010/6/2,69515R,HK8337,KYG276801001
Dongguang Chemical,DONGGUANG CHEMICAL,K:DGCL,2017/7/11,91107M,HK1702,KYG2815R1048
Dongwu Cement International,DONGWU CEMENT INTL.,K:DCIL,2012/6/13,87208H,HK695,KYG281601024
Doyen International Holdings,DOYEN INTL.HDG.,K:HKCM,1990/12/12,540776,HK668,HK0000063476
Dream International,DREAM INTERNATIONAL,K:DREA,2002/2/7,15173F,HK1126,HK1126010854
Dreameast Group,DREAMEAST GP.,K:ULTR,1993/7/27,317617,HK593,BMG8201D1204
