issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Far East Pharm Tech Co Ltd,2000/8/22,2000/8/11,,399,2834,Far East Pharm Tech Co Ltd,3,fareasthr,5,Far East Horizon,Far East Horizon,FAR EAST HORIZON,K:FEHL,2011/3/30,75605H,HK3360,HK0000077468
I-Wood International Hldg Ltd,2000/10/10,2000/10/10,,162,2599,I-Wood International Hldg Ltd,1,i-ood,10,Sino-Ocean Group Holding,Sino-Ocean Group Holding,SINO-OCEAN GP.HLDG.,K:SINO,2007/9/28,51065C,HK3377,HK3377040226
Tong Ren Tang Tech Co Ltd,2000/10/30,2000/10/25,CN0005886956,1666,2834,Tong Ren Tang Tech Co Ltd,4,ongnang,8,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HONG KONG EXS.& CLEAR.,K:HKEX,2000/6/27,280037,HK388,HK0388045442
World Trade Bun Kee Ltd,2000/12/12,2000/12/12,BMG977531000,380,5085,World Trade Bun Kee Ltd,7,worldaeb,7,Worldgate Global Logistics,Worldgate Global Logistics,WORLDGATE GLB.LOGIST.,K:WGLL,2016/7/6,7715GC,HK8292,NA
Global Green Tech Group Ltd,2000/12/13,2000/12/5,KYG392291020,274,5122,Global Green Tech Group Ltd,2,globaleen,6,Global Sweeteners Holdings,Global Sweeteners Holdings,GLOBAL SWEETENERS HDG.,K:GSWE,2007/9/20,50947V,HK3889,KYG3932Q1029
Jiangsu Expressway Co Ltd,2000/12/20,2000/12/20,,177,4785,Jiangsu Expressway Co Ltd,5,auexpressw,5,Huayu Expressway Group,Huayu Expressway Group,HUAYU EXPRESSWAY GROUP,K:HEWX,2009/12/23,68519L,HK1823,KYG464101099
Guangzhou Pharm Co Ltd,2000/12/29,2000/9/4,,874,2834,Guangzhou Pharm Co Ltd,4,guangzhoua,5,Guangzhou Investment (Detached),Guangzhou Investment (Detached),GUANGZHOU INVESTMENT (DETACHED),68398L,2009/11/19,68398L,NA,NA
Wealthmark Intl(Hldgs)Ltd,2001/1/4,2001/1/4,,39,3171,Wealthmark Intl(Hldgs)Ltd,4,ealthar,6,UMP Healthcare Holdings,UMP Healthcare Holdings,UMP HEALTHCARE HOLDINGS,K:UMPH,2015/11/27,8735AV,HK722,KYG9320W1069
TravelSky Technology Ltd,2001/2/1,2000/11/18,CN0006030588,696,7376,TravelSky Technology Ltd,2,travels,8,Travel Expert (Asia) Enterprises,Travel Expert (Asia) Enterprises,TRAVEL EXPERT (AI.)ENTS.,K:TEAE,2011/9/30,77667T,HK1235,KYG9042P1081
Gold Wo Intl Hldg Ltd,2001/4/9,2001/3/30,BMG3976V1081,90,3089,Gold Wo Intl Hldg Ltd,0,goldwo,9,Goldway Education Group,Goldway Education Group,GOLDWAY EDUCATION GROUP,K:GLDW,2016/12/2,2736FH,HK8160,KYG3981U1031
Luen Tai Group Ltd,2001/4/9,2001/3/30,BMG5696U1045,346,2851,Luen Tai Group Ltd,0,luentai,8,Luk Hing Entertainment Group,Luk Hing Entertainment Group,LUK HING ENTM.GP.,K:LKHN,2016/11/11,2644WG,HK8052,KYG569701090
Yew Sang Hong Holdings Ltd,2001/4/11,2001/4/11,KYG9842H1083,290,8711,Yew Sang Hong Holdings Ltd,3,wsanghong,4,Kwong Sang Hong International,Kwong Sang Hong International,KWONG SANG HONG INTL.,K:KSHI,1988/6/1,981994,NA,BMG5329L1256
Golden Dragon Group(Hldgs)Ltd,2001/5/7,2001/4/7,,329,2834,Golden Dragon Group(Hldgs)Ltd,4,goldenros,6,Golden Resources Development International,Golden Resources Development International,GOLDEN RES.DEV.INTL.,K:GDEV,1991/1/28,539920,HK677,BMG3958B1046
Q9 Technology Holdings Ltd,2001/5/10,2001/5/10,KYG7303D1034,8129,7372,Q9 Technology Holdings Ltd,1,qs,13,Qinqin FDST Group (Cayman),Qinqin FDST Group (Cayman),QINQIN FDST.GP.(CYMN.),K:QFGC,2016/7/8,7588G3,HK1583,KYG730611061
Sinotronics Holdings Ltd,2001/5/16,2001/5/15,,1195,3672,Sinotronics Holdings Ltd,3,sinotrnss,6,Sinotrans Shipping,Sinotrans Shipping,SINOTRANS SHIPPING,K:SINT,2007/11/23,51283T,HK368,HK0368041528
Forefront Intl Hldg Ltd,2001/6/29,2001/6/29,,885,5599,Forefront Intl Hldg Ltd,2,forernt,8,Four Seas Mercantile,Four Seas Mercantile,FOUR SEAS MERCANTILE,K:FOUS,1993/8/25,317673,HK374,KYG365451049
Goldigit Atom-Tech Hldg Ltd,2001/7/5,2001/6/29,,2362,2879,Goldigit Atom-Tech Hldg Ltd,6,goldigita,6,Global Digital Creations Holdings,Global Digital Creations Holdings,GLOBAL DIGITAL CRNS.HDG.,K:GDC,2003/8/4,27336N,HK8271,BMG4046D1020
China Petroleum & Chem Corp,2001/7/12,2001/3/31,,386,1381,China Petroleum & Chem Corp,4,chnpetroleu,4,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings,CHU KONG PTL.AND NATGS. STL.PIPE HOLDINGS,K:CHKK,2010/2/10,68693D,HK1938,KYG212331048
Jackley Holdings Ltd,2001/7/23,2001/7/16,,353,2273,Jackley Holdings Ltd,2,acleys,7,Anacle Systems,Anacle Systems,ANACLE SYSTEMS,K:ANCL,2016/12/16,2750Y4,HK8353,SG9999015903
Mandarin Ent(Hldgs)Ltd,2001/9/6,2001/8/30,,9,7812,Mandarin Ent(Hldgs)Ltd,1,mandarinent,4,Mandarin Oriental Delisted See 141026,Mandarin Oriental Delisted See 141026,MANDARIN ORNTL. DELISTED SEE 141026,749883,1987/6/8,749883,NA,NA
Kamboat Group Co Ltd,2001/9/25,2001/9/25,,318,5812,Kamboat Group Co Ltd,1,amboat,9,Bamboos Health Care Holdings,Bamboos Health Care Holdings,BAMBOOS HEALTH CARE HDG.,K:BBHC,2014/7/8,8933V3,HK2293,KYG072191011
Artel Solutions Grp Hldg Ltd,2001/10/22,2001/9/15,,931,5045,Artel Solutions Grp Hldg Ltd,3,tesolutions,4,City E-Solutions,City E-Solutions,CITY E-SOLUTIONS,K:CDLH,1989/12/28,503245,HK557,KYG215621221
New Spring Hldg Ltd,2001/10/30,2001/10/30,,690,2671,New Spring Hldg Ltd,3,nsping,9,Chu Kong Shipping Enterprises (Group),Chu Kong Shipping Enterprises (Group),CHU KONG SHIP.ENTS.(GP.),K:CKS,1997/5/23,890528,HK560,HK0560006634
HKC International Holdings Ltd,2001/11/6,2001/10/30,,248,7629,HKC International Holdings Ltd,0,hkcs,11,Hong Kong International Construction Investment Management Group,Hong Kong International Construction Investment Management Group,HONG KONG INTL.CON.INV. MAN.GP.,K:CHEE,1991/3/26,530612,HK687,BMG4643K1036
Zhejiang Glass Co Ltd,2001/11/23,2001/11/17,CN0008117516,739,3211,Zhejiang Glass Co Ltd,4,zhejiangg,6,Zhejiang Tengy Environmental Technology Company 'H',Zhejiang Tengy Environmental Technology Company 'H',ZHEJIANG TENGY ENV.TECH. CO.'H',K:ZTET,2015/10/12,9935EA,HK1527,CNE1000021Y6
Yue Da Holdings Ltd,2001/11/28,2001/11/19,,629,1031,Yue Da Holdings Ltd,1,yueds,10,Yue Yuen Industrial Holdings,Yue Yuen Industrial Holdings,YUE YUEN INDL.HDG.,K:YUEN,1992/7/2,315775,HK551,BMG988031446
INN International Ltd,2001/11/29,2001/11/29,,N/A,7373,INN International Ltd,0,inn,8,China Unicom (Hong Kong),China Unicom (Hong Kong),CHINA UNICOM (HONG KONG),K:UNIC,2000/6/22,280949,HK762,HK0000049939
Mudan Automobile Shares Co Ltd,2001/12/4,2001/12/4,,8188,5012,Mudan Automobile Shares Co Ltd,4,nautomobile,4,Xinyi Automobile Glass Enterprises,Xinyi Automobile Glass Enterprises,XINYI AUTOMOBILE GLSS. ENTS.,K:XNYI,2016/7/11,7571FX,HK8328,KYG9830W1096
Jiangxi Copper Co Ltd,2001/12/19,2001/12/19,,358,1021,Jiangxi Copper Co Ltd,5,angopper,7,Wang On Properties,Wang On Properties,WANG ON PROPERTIES,K:WOPL,2016/4/12,7077U1,HK1243,BMG9430P1086
Shenzhen Expressway Co Ltd,2001/12/20,2000/11/13,,548,4785,Shenzhen Expressway Co Ltd,6,nnexpress,2,Nine Express,Nine Express,NINE EXPRESS,K:MDEN,2001/9/12,14545H,HK9,BMG6547Y1057
